GAP_DISTANCE_MINUS_BALL_DIAMETER = 50
Trial 2065: 0 bounces
Trial 2066: 10 bounces
Trial 2067: 0 bounces
Trial 2068: 26 bounces
Trial 2069: 3 bounces
Trial 2070: 38 bounces
Trial 2071: 30 bounces
Trial 2072: 0 bounces
Trial 2073: 0 bounces
Trial 2074: 29 bounces
Trial 2075: 0 bounces
Trial 2076: 30 bounces
Trial 2077: 5 bounces
Trial 2078: 9 bounces
Trial 2079: 12 bounces
Trial 2080: 14 bounces
Trial 2081: 27 bounces
Trial 2082: 12 bounces
Trial 2083: 87 bounces
Trial 2084: 42 bounces
Trial 2085: 9 bounces
Trial 2086: 8 bounces
Trial 2087: 11 bounces
Trial 2088: 13 bounces
Trial 2089: 11 bounces
Trial 2090: 66 bounces
Trial 2091: 1 bounces
Trial 2092: 3 bounces
Trial 2093: 17 bounces
Trial 2094: 10 bounces
Trial 2095: 11 bounces
Trial 2096: 28 bounces
Trial 2097: 17 bounces
Trial 2098: 29 bounces
Trial 2099: 7 bounces
Trial 2100: 36 bounces
Trial 2101: 10 bounces
Trial 2102: 5 bounces
Trial 2103: 7 bounces
Trial 2104: 1 bounces
Trial 2105: 5 bounces
Trial 2106: 35 bounces
Trial 2107: 12 bounces
Trial 2108: 0 bounces
Trial 2109: 17 bounces
Trial 2110: 10 bounces
Trial 2111: 11 bounces
Trial 2112: 11 bounces
Trial 2113: 2 bounces
Trial 2114: 14 bounces
Trial 2115: 4 bounces
Trial 2116: 3 bounces
Trial 2117: 6 bounces
Trial 2118: 18 bounces
Trial 2119: 58 bounces
Trial 2120: 8 bounces
Trial 2121: 17 bounces
Trial 2122: 18 bounces
Trial 2123: 19 bounces
Trial 2124: 24 bounces
Trial 2125: 13 bounces
Trial 2126: 7 bounces
Trial 2127: 3 bounces
Trial 2128: 28 bounces
Trial 2129: 31 bounces
Trial 2130: 5 bounces
Trial 2131: 44 bounces
Trial 2132: 12 bounces
Trial 2133: 13 bounces
Trial 2134: 2 bounces
Trial 2135: 32 bounces
Trial 2136: 11 bounces
Trial 2137: 17 bounces
Trial 2138: 5 bounces
Trial 2139: 8 bounces
Trial 2140: 14 bounces
Trial 2141: 18 bounces
Trial 2142: 25 bounces
Trial 2143: 3 bounces
Trial 2144: 13 bounces
Trial 2145: 9 bounces
Trial 2146: 2 bounces
Trial 2147: 8 bounces
Trial 2148: 4 bounces
Trial 2149: 26 bounces
Trial 2150: 49 bounces
Trial 2151: 13 bounces
Trial 2152: 8 bounces
Trial 2153: 16 bounces
Trial 2154: 43 bounces
Trial 2155: 13 bounces
Trial 2156: 21 bounces
Trial 2157: 35 bounces
Trial 2158: 37 bounces
Trial 2159: 44 bounces
Trial 2160: 2 bounces
Trial 2161: 14 bounces
Trial 2162: 17 bounces
Trial 2163: 25 bounces
Trial 2164: 10 bounces
Trial 2165: 9 bounces
Trial 2166: 24 bounces
Trial 2167: 0 bounces
Trial 2168: 17 bounces
Trial 2169: 8 bounces
Trial 2170: 14 bounces
Trial 2171: 6 bounces
Trial 2172: 7 bounces
Trial 2173: 4 bounces
Trial 2174: 6 bounces
Trial 2175: 18 bounces
Trial 2176: 11 bounces
Trial 2177: 0 bounces
Trial 2178: 27 bounces
Trial 2179: 0 bounces
Trial 2180: 14 bounces
Trial 2181: 21 bounces
Trial 2182: 7 bounces
Trial 2183: 12 bounces
Trial 2184: 12 bounces
Trial 2185: 5 bounces
Trial 2186: 8 bounces
Trial 2187: 12 bounces
Trial 2188: 38 bounces
Trial 2189: 16 bounces
Trial 2190: 30 bounces
Trial 2191: 0 bounces
Trial 2192: 30 bounces
Trial 2193: 41 bounces
Trial 2194: 13 bounces
Trial 2195: 29 bounces
Trial 2196: 36 bounces
Trial 2197: 14 bounces
Trial 2198: 16 bounces
Trial 2199: 19 bounces
Trial 2200: 15 bounces
Trial 2201: 6 bounces
Trial 2202: 4 bounces
Trial 2203: 37 bounces
Trial 2204: 6 bounces
Trial 2205: 12 bounces
Trial 2206: 8 bounces
Trial 2207: 12 bounces
Trial 2208: 25 bounces
Trial 2209: 8 bounces
Trial 2210: 5 bounces
Trial 2211: 22 bounces
Trial 2212: 5 bounces
Trial 2213: 6 bounces
Trial 2214: 0 bounces
Trial 2215: 35 bounces
Trial 2216: 2 bounces
Trial 2217: 7 bounces
Trial 2218: 26 bounces
Trial 2219: 9 bounces
Trial 2220: 12 bounces
Trial 2221: 23 bounces
Trial 2222: 33 bounces
Trial 2223: 21 bounces
Trial 2224: 2 bounces
Trial 2225: 16 bounces
Trial 2226: 6 bounces
Trial 2227: 7 bounces
Trial 2228: 30 bounces
Trial 2229: 7 bounces
Trial 2230: 15 bounces
Trial 2231: 5 bounces
Trial 2232: 6 bounces
Trial 2233: 12 bounces
Trial 2234: 0 bounces
Trial 2235: 65 bounces
Trial 2236: 38 bounces
Trial 2237: 5 bounces
Trial 2238: 0 bounces
Trial 2239: 25 bounces
Trial 2240: 9 bounces
Trial 2241: 49 bounces
Trial 2242: 17 bounces
Trial 2243: 2 bounces
Trial 2244: 9 bounces
Trial 2245: 5 bounces
Trial 2246: 4 bounces
Trial 2247: 8 bounces
Trial 2248: 39 bounces
Trial 2249: 35 bounces
Trial 2250: 10 bounces
Trial 2251: 27 bounces
Trial 2252: 40 bounces
Trial 2253: 55 bounces
Trial 2254: 1 bounces
Trial 2255: 18 bounces
Trial 2256: 7 bounces
Trial 2257: 26 bounces
Trial 2258: 3 bounces
Trial 2259: 1 bounces
Trial 2260: 10 bounces
Trial 2261: 10 bounces
Trial 2262: 32 bounces
Trial 2263: 21 bounces
Trial 2264: 2 bounces
Trial 2265: 6 bounces
Trial 2266: 12 bounces
Trial 2267: 13 bounces
Trial 2268: 15 bounces
Trial 2269: 11 bounces
Trial 2270: 0 bounces
Trial 2271: 2 bounces
Trial 2272: 12 bounces
Trial 2273: 7 bounces
Trial 2274: 9 bounces
Trial 2275: 3 bounces
Trial 2276: 39 bounces
Trial 2277: 3 bounces
Trial 2278: 20 bounces
Trial 2279: 3 bounces
Trial 2280: 43 bounces
Trial 2281: 15 bounces
Trial 2282: 43 bounces
Trial 2283: 39 bounces
Trial 2284: 31 bounces
Trial 2285: 0 bounces
Trial 2286: 16 bounces
Trial 2287: 2 bounces
Trial 2288: 0 bounces
Trial 2289: 52 bounces
Trial 2290: 24 bounces
Trial 2291: 20 bounces
Trial 2292: 22 bounces
Trial 2293: 9 bounces
Trial 2294: 16 bounces
Trial 2295: 7 bounces
Trial 2296: 4 bounces
Trial 2297: 31 bounces
Trial 2298: 19 bounces
Trial 2299: 20 bounces
Trial 2300: 7 bounces
Trial 2301: 15 bounces
Trial 2302: 56 bounces
Trial 2303: 34 bounces
Trial 2304: 14 bounces
Trial 2305: 10 bounces
Trial 2306: 6 bounces
Trial 2307: 22 bounces
Trial 2308: 38 bounces
Trial 2309: 28 bounces
Trial 2310: 7 bounces
Trial 2311: 3 bounces
Trial 2312: 26 bounces
Trial 2313: 29 bounces
Trial 2314: 11 bounces
Trial 2315: 0 bounces
Trial 2316: 15 bounces
Trial 2317: 6 bounces
Trial 2318: 13 bounces
Trial 2319: 32 bounces
Trial 2320: 1 bounces
Trial 2321: 7 bounces
Trial 2322: 20 bounces
Trial 2323: 57 bounces
Trial 2324: 7 bounces
Trial 2325: 29 bounces
Trial 2326: 11 bounces
Trial 2327: 29 bounces
Trial 2328: 18 bounces
Trial 2329: 3 bounces
Trial 2330: 33 bounces
Trial 2331: 27 bounces
Trial 2332: 33 bounces
Trial 2333: 43 bounces
Trial 2334: 0 bounces
Trial 2335: 18 bounces
Trial 2336: 22 bounces
Trial 2337: 5 bounces
Trial 2338: 9 bounces
Trial 2339: 4 bounces
Trial 2340: 13 bounces
Trial 2341: 20 bounces
Trial 2342: 11 bounces
Trial 2343: 54 bounces
Trial 2344: 31 bounces
Trial 2345: 23 bounces
Trial 2346: 40 bounces
Trial 2347: 34 bounces
Trial 2348: 12 bounces
Trial 2349: 2 bounces
Trial 2350: 16 bounces
Trial 2351: 19 bounces
Trial 2352: 0 bounces
Trial 2353: 10 bounces
Trial 2354: 63 bounces
Trial 2355: 9 bounces
Trial 2356: 8 bounces
Trial 2357: 17 bounces
Trial 2358: 19 bounces
Trial 2359: 6 bounces
Trial 2360: 23 bounces
Trial 2361: 2 bounces
Trial 2362: 5 bounces
Trial 2363: 66 bounces
Trial 2364: 18 bounces
Trial 2365: 7 bounces
Trial 2366: 7 bounces
Trial 2367: 4 bounces
Trial 2368: 39 bounces
Trial 2369: 22 bounces
Trial 2370: 21 bounces
Trial 2371: 5 bounces
Trial 2372: 12 bounces
Trial 2373: 0 bounces
Trial 2374: 0 bounces
Trial 2375: 34 bounces
Trial 2376: 5 bounces
Trial 2377: 2 bounces
Trial 2378: 2 bounces
Trial 2379: 4 bounces
Trial 2380: 29 bounces
Trial 2381: 41 bounces
Trial 2382: 20 bounces
Trial 2383: 10 bounces
Trial 2384: 39 bounces
Trial 2385: 7 bounces
Trial 2386: 1 bounces
Trial 2387: 7 bounces
Trial 2388: 8 bounces
Trial 2389: 11 bounces
Trial 2390: 2 bounces
Trial 2391: 2 bounces
Trial 2392: 18 bounces
Trial 2393: 2 bounces
Trial 2394: 17 bounces
Trial 2395: 13 bounces
Trial 2396: 10 bounces
Trial 2397: 20 bounces
Trial 2398: 7 bounces
Trial 2399: 16 bounces
Trial 2400: 4 bounces
Trial 2401: 20 bounces
Trial 2402: 26 bounces
Trial 2403: 22 bounces
Trial 2404: 5 bounces
Trial 2405: 27 bounces
Trial 2406: 26 bounces
Trial 2407: 0 bounces
Trial 2408: 6 bounces
Trial 2409: 12 bounces
Trial 2410: 16 bounces
Trial 2411: 14 bounces
Trial 2412: 5 bounces
Trial 2413: 18 bounces
Trial 2414: 10 bounces
Trial 2415: 2 bounces
Trial 2416: 2 bounces
Trial 2417: 1 bounces
Trial 2418: 7 bounces
Trial 2419: 52 bounces
Trial 2420: 16 bounces
Trial 2421: 33 bounces
Trial 2422: 8 bounces
Trial 2423: 8 bounces
Trial 2424: 6 bounces
Trial 2425: 9 bounces
Trial 2426: 0 bounces
Trial 2427: 9 bounces
Trial 2428: 7 bounces
Trial 2429: 8 bounces
Trial 2430: 12 bounces
Trial 2431: 33 bounces
Trial 2432: 33 bounces
Trial 2433: 14 bounces
Trial 2434: 9 bounces
Trial 2435: 3 bounces
Trial 2436: 9 bounces
Trial 2437: 8 bounces
Trial 2438: 12 bounces
Trial 2439: 9 bounces
Trial 2440: 5 bounces
Trial 2441: 3 bounces
Trial 2442: 56 bounces
Trial 2443: 24 bounces
Trial 2444: 32 bounces
Trial 2445: 5 bounces
Trial 2446: 3 bounces
Trial 2447: 8 bounces
Trial 2448: 28 bounces
Trial 2449: 1 bounces
Trial 2450: 32 bounces
Trial 2451: 22 bounces
Trial 2452: 9 bounces
Trial 2453: 27 bounces
Trial 2454: 4 bounces
Trial 2455: 15 bounces
Trial 2456: 10 bounces
Trial 2457: 10 bounces
Trial 2458: 14 bounces
Trial 2459: 15 bounces
Trial 2460: 19 bounces
Trial 2461: 10 bounces
Trial 2462: 0 bounces
Trial 2463: 12 bounces
Trial 2464: 3 bounces
Trial 2465: 6 bounces
Trial 2466: 11 bounces
Trial 2467: 7 bounces
Trial 2468: 3 bounces
Trial 2469: 35 bounces
Trial 2470: 13 bounces
Trial 2471: 8 bounces
Trial 2472: 0 bounces
Trial 2473: 31 bounces
Trial 2474: 3 bounces
Trial 2475: 26 bounces
Trial 2476: 6 bounces
Trial 2477: 8 bounces
Trial 2478: 6 bounces
Trial 2479: 2 bounces
Trial 2480: 17 bounces
Trial 2481: 20 bounces
Trial 2482: 4 bounces
Trial 2483: 0 bounces
Trial 2484: 21 bounces
Trial 2485: 10 bounces
Trial 2486: 14 bounces
Trial 2487: 5 bounces
Trial 2488: 18 bounces
Trial 2489: 35 bounces
Trial 2490: 4 bounces
Trial 2491: 7 bounces
Trial 2492: 8 bounces
Trial 2493: 4 bounces
Trial 2494: 13 bounces
Trial 2495: 45 bounces
Trial 2496: 32 bounces
Trial 2497: 29 bounces
Trial 2498: 7 bounces
Trial 2499: 36 bounces
Trial 2500: 30 bounces
Trial 2501: 13 bounces
Trial 2502: 26 bounces
Trial 2503: 8 bounces
Trial 2504: 36 bounces
Trial 2505: 10 bounces
Trial 2506: 13 bounces
Trial 2507: 3 bounces
Trial 2508: 16 bounces
Trial 2509: 5 bounces
Trial 2510: 18 bounces
Trial 2511: 8 bounces
Trial 2512: 12 bounces
Trial 2513: 17 bounces
Trial 2514: 44 bounces
Trial 2515: 25 bounces
Trial 2516: 6 bounces
Trial 2517: 16 bounces
Trial 2518: 31 bounces
Trial 2519: 28 bounces
Trial 2520: 1 bounces
Trial 2521: 6 bounces
Trial 2522: 27 bounces
Trial 2523: 26 bounces
Trial 2524: 5 bounces
Trial 2525: 14 bounces
Trial 2526: 15 bounces
Trial 2527: 17 bounces
Trial 2528: 33 bounces
Trial 2529: 12 bounces
Trial 2530: 11 bounces
Trial 2531: 8 bounces
Trial 2532: 16 bounces
Trial 2533: 19 bounces
Trial 2534: 15 bounces
Trial 2535: 15 bounces
Trial 2536: 8 bounces
Trial 2537: 7 bounces
Trial 2538: 1 bounces
Trial 2539: 16 bounces
Trial 2540: 0 bounces
Trial 2541: 18 bounces
Trial 2542: 2 bounces
Trial 2543: 13 bounces
Trial 2544: 2 bounces
Trial 2545: 13 bounces
Trial 2546: 17 bounces
Trial 2547: 37 bounces
Trial 2548: 5 bounces
Trial 2549: 50 bounces
Trial 2550: 12 bounces
Trial 2551: 4 bounces
Trial 2552: 15 bounces
Trial 2553: 2 bounces
Trial 2554: 4 bounces
Trial 2555: 18 bounces
Trial 2556: 8 bounces
Trial 2557: 8 bounces
Trial 2558: 16 bounces
Trial 2559: 11 bounces
Trial 2560: 5 bounces
Trial 2561: 25 bounces
Trial 2562: 40 bounces
Trial 2563: 22 bounces
Trial 2564: 1 bounces
Trial 2565: 41 bounces
Trial 2566: 46 bounces
Trial 2567: 15 bounces
Trial 2568: 7 bounces
Trial 2569: 9 bounces
Trial 2570: 22 bounces
Trial 2571: 18 bounces
Trial 2572: 12 bounces
Trial 2573: 2 bounces
Trial 2574: 0 bounces
Trial 2575: 9 bounces
Trial 2576: 13 bounces
Trial 2577: 3 bounces
Trial 2578: 3 bounces
Trial 2579: 0 bounces
Trial 2580: 54 bounces
Trial 2581: 15 bounces
Trial 2582: 7 bounces
Trial 2583: 17 bounces
Trial 2584: 18 bounces
Trial 2585: 14 bounces
Trial 2586: 4 bounces
Trial 2587: 8 bounces
Trial 2588: 17 bounces
Trial 2589: 51 bounces
Trial 2590: 5 bounces
Trial 2591: 15 bounces
Trial 2592: 0 bounces
Trial 2593: 8 bounces
Trial 2594: 10 bounces
Trial 2595: 0 bounces
Trial 2596: 23 bounces
Trial 2597: 1 bounces
Trial 2598: 4 bounces
Trial 2599: 17 bounces
Trial 2600: 4 bounces
Trial 2601: 8 bounces
Trial 2602: 32 bounces
Trial 2603: 0 bounces
Trial 2604: 49 bounces
Trial 2605: 58 bounces
Trial 2606: 19 bounces
Trial 2607: 23 bounces
Trial 2608: 8 bounces
Trial 2609: 8 bounces
Trial 2610: 23 bounces
Trial 2611: 9 bounces
Trial 2612: 2 bounces
Trial 2613: 4 bounces
Trial 2614: 4 bounces
Trial 2615: 2 bounces
Trial 2616: 0 bounces
Trial 2617: 8 bounces
Trial 2618: 13 bounces
Trial 2619: 10 bounces
Trial 2620: 29 bounces
Trial 2621: 2 bounces
Trial 2622: 12 bounces
Trial 2623: 21 bounces
Trial 2624: 58 bounces
Trial 2625: 10 bounces
Trial 2626: 20 bounces
Trial 2627: 12 bounces
Trial 2628: 0 bounces
Trial 2629: 14 bounces
Trial 2630: 9 bounces
Trial 2631: 9 bounces
Trial 2632: 53 bounces
Trial 2633: 12 bounces
Trial 2634: 38 bounces
Trial 2635: 16 bounces
Trial 2636: 5 bounces
Trial 2637: 8 bounces
Trial 2638: 21 bounces
Trial 2639: 7 bounces
Trial 2640: 5 bounces
Trial 2641: 18 bounces
Trial 2642: 3 bounces
Trial 2643: 10 bounces
Trial 2644: 12 bounces
Trial 2645: 26 bounces
Trial 2646: 13 bounces
Trial 2647: 6 bounces
Trial 2648: 4 bounces
Trial 2649: 13 bounces
Trial 2650: 0 bounces
Trial 2651: 29 bounces
Trial 2652: 23 bounces
Trial 2653: 11 bounces
Trial 2654: 18 bounces
Trial 2655: 16 bounces
Trial 2656: 18 bounces
Trial 2657: 9 bounces
Trial 2658: 27 bounces
Trial 2659: 25 bounces
Trial 2660: 15 bounces
Trial 2661: 10 bounces
Trial 2662: 6 bounces
Trial 2663: 37 bounces
Trial 2664: 14 bounces
Trial 2665: 3 bounces
Trial 2666: 5 bounces
Trial 2667: 3 bounces
Trial 2668: 0 bounces
Trial 2669: 21 bounces
Trial 2670: 10 bounces
Trial 2671: 4 bounces
Trial 2672: 28 bounces
Trial 2673: 5 bounces
Trial 2674: 6 bounces
Trial 2675: 10 bounces
Trial 2676: 4 bounces
Trial 2677: 21 bounces
Trial 2678: 69 bounces
Trial 2679: 36 bounces
Trial 2680: 3 bounces
Trial 2681: 73 bounces
Trial 2682: 12 bounces
Trial 2683: 17 bounces
Trial 2684: 0 bounces
Trial 2685: 13 bounces
Trial 2686: 48 bounces
Trial 2687: 3 bounces
Trial 2688: 3 bounces
Trial 2689: 13 bounces
Trial 2690: 0 bounces
Trial 2691: 33 bounces
Trial 2692: 19 bounces
Trial 2693: 2 bounces
Trial 2694: 0 bounces
Trial 2695: 8 bounces
Trial 2696: 5 bounces
Trial 2697: 9 bounces
Trial 2698: 73 bounces
Trial 2699: 6 bounces
Trial 2700: 4 bounces
Trial 2701: 23 bounces
Trial 2702: 54 bounces
Trial 2703: 0 bounces
Trial 2704: 36 bounces
Trial 2705: 0 bounces
Trial 2706: 4 bounces
Trial 2707: 0 bounces
Trial 2708: 5 bounces
Trial 2709: 4 bounces
Trial 2710: 0 bounces
Trial 2711: 37 bounces
Trial 2712: 13 bounces
Trial 2713: 8 bounces
Trial 2714: 1 bounces
Trial 2715: 1 bounces
Trial 2716: 11 bounces
Trial 2717: 6 bounces
Trial 2718: 27 bounces
Trial 2719: 8 bounces
Trial 2720: 6 bounces
Trial 2721: 48 bounces
Trial 2722: 10 bounces
Trial 2723: 6 bounces
Trial 2724: 1 bounces
Trial 2725: 44 bounces
Trial 2726: 40 bounces
Trial 2727: 0 bounces
Trial 2728: 16 bounces
Trial 2729: 14 bounces
Trial 2730: 3 bounces
Trial 2731: 9 bounces
Trial 2732: 13 bounces
Trial 2733: 15 bounces
Trial 2734: 14 bounces
Trial 2735: 6 bounces
Trial 2736: 23 bounces
Trial 2737: 30 bounces
Trial 2738: 1 bounces
Trial 2739: 6 bounces
Trial 2740: 10 bounces
Trial 2741: 4 bounces
Trial 2742: 21 bounces
Trial 2743: 0 bounces
Trial 2744: 1 bounces
Trial 2745: 8 bounces
Trial 2746: 17 bounces
Trial 2747: 4 bounces
Trial 2748: 20 bounces
Trial 2749: 15 bounces
Trial 2750: 13 bounces
Trial 2751: 98 bounces
Trial 2752: 90 bounces
Trial 2753: 17 bounces
Trial 2754: 4 bounces
Trial 2755: 13 bounces
Trial 2756: 14 bounces
Trial 2757: 3 bounces
Trial 2758: 22 bounces
Trial 2759: 6 bounces
Trial 2760: 0 bounces
Trial 2761: 5 bounces
Trial 2762: 40 bounces
Trial 2763: 7 bounces
Trial 2764: 5 bounces
Trial 2765: 13 bounces
Trial 2766: 19 bounces
Trial 2767: 9 bounces
Trial 2768: 0 bounces
Trial 2769: 16 bounces
Trial 2770: 23 bounces
Trial 2771: 4 bounces
Trial 2772: 12 bounces
Trial 2773: 6 bounces
Trial 2774: 13 bounces
Trial 2775: 14 bounces
Trial 2776: 0 bounces
Trial 2777: 15 bounces
Trial 2778: 3 bounces
Trial 2779: 15 bounces
Trial 2780: 24 bounces
Trial 2781: 7 bounces
Trial 2782: 24 bounces
Trial 2783: 44 bounces
Trial 2784: 1 bounces
Trial 2785: 12 bounces
Trial 2786: 16 bounces
Trial 2787: 32 bounces
Trial 2788: 2 bounces
Trial 2789: 22 bounces
Trial 2790: 16 bounces
Trial 2791: 9 bounces
Trial 2792: 47 bounces
Trial 2793: 9 bounces
Trial 2794: 27 bounces
Trial 2795: 0 bounces
Trial 2796: 12 bounces
Trial 2797: 36 bounces
Trial 2798: 25 bounces
Trial 2799: 35 bounces
Trial 2800: 48 bounces
Trial 2801: 20 bounces
Trial 2802: 4 bounces
Trial 2803: 2 bounces
Trial 2804: 2 bounces
Trial 2805: 28 bounces
Trial 2806: 6 bounces
Trial 2807: 7 bounces
Trial 2808: 44 bounces
Trial 2809: 46 bounces
Trial 2810: 13 bounces
Trial 2811: 27 bounces
Trial 2812: 18 bounces
Trial 2813: 0 bounces
Trial 2814: 5 bounces
Trial 2815: 24 bounces
Trial 2816: 10 bounces
Trial 2817: 5 bounces
Trial 2818: 16 bounces
Trial 2819: 8 bounces
Trial 2820: 7 bounces
Trial 2821: 11 bounces
Trial 2822: 18 bounces
Trial 2823: 10 bounces
Trial 2824: 26 bounces
Trial 2825: 1 bounces
Trial 2826: 2 bounces
Trial 2827: 23 bounces
Trial 2828: 10 bounces
Trial 2829: 16 bounces
Trial 2830: 16 bounces
Trial 2831: 25 bounces
Trial 2832: 10 bounces
Trial 2833: 10 bounces
Trial 2834: 11 bounces
Trial 2835: 15 bounces
Trial 2836: 12 bounces
Trial 2837: 7 bounces
Trial 2838: 10 bounces
Trial 2839: 34 bounces
Trial 2840: 0 bounces
Trial 2841: 34 bounces
Trial 2842: 0 bounces
Trial 2843: 0 bounces
Trial 2844: 22 bounces
Trial 2845: 4 bounces
Trial 2846: 23 bounces
Trial 2847: 0 bounces
Trial 2848: 2 bounces
Trial 2849: 14 bounces
Trial 2850: 25 bounces
Trial 2851: 13 bounces
Trial 2852: 0 bounces
Trial 2853: 78 bounces
Trial 2854: 12 bounces
Trial 2855: 5 bounces
Trial 2856: 4 bounces
Trial 2857: 23 bounces
Trial 2858: 5 bounces
Trial 2859: 23 bounces
Trial 2860: 18 bounces
Trial 2861: 1 bounces
Trial 2862: 30 bounces
Trial 2863: 16 bounces
Trial 2864: 7 bounces
Trial 2865: 10 bounces
Trial 2866: 8 bounces
Trial 2867: 0 bounces
Trial 2868: 5 bounces
Trial 2869: 11 bounces
Trial 2870: 24 bounces
Trial 2871: 24 bounces
Trial 2872: 8 bounces
Trial 2873: 18 bounces
Trial 2874: 13 bounces
Trial 2875: 34 bounces
Trial 2876: 0 bounces
Trial 2877: 0 bounces
Trial 2878: 15 bounces
Trial 2879: 10 bounces
Trial 2880: 6 bounces
Trial 2881: 0 bounces
Trial 2882: 18 bounces
Trial 2883: 3 bounces
Trial 2884: 10 bounces
Trial 2885: 13 bounces
Trial 2886: 13 bounces
Trial 2887: 24 bounces
Trial 2888: 17 bounces
Trial 2889: 22 bounces
Trial 2890: 9 bounces
Trial 2891: 38 bounces
Trial 2892: 26 bounces
Trial 2893: 19 bounces
Trial 2894: 51 bounces
Trial 2895: 14 bounces
Trial 2896: 30 bounces
Trial 2897: 26 bounces
Trial 2898: 9 bounces
Trial 2899: 16 bounces
Trial 2900: 0 bounces
Trial 2901: 15 bounces
Trial 2902: 3 bounces
Trial 2903: 13 bounces
Trial 2904: 24 bounces
Trial 2905: 8 bounces
Trial 2906: 15 bounces
Trial 2907: 13 bounces
Trial 2908: 35 bounces
Trial 2909: 24 bounces
Trial 2910: 12 bounces
Trial 2911: 2 bounces
Trial 2912: 3 bounces
Trial 2913: 3 bounces
Trial 2914: 6 bounces
Trial 2915: 4 bounces
Trial 2916: 28 bounces
Trial 2917: 1 bounces
Trial 2918: 4 bounces
Trial 2919: 1 bounces
Trial 2920: 8 bounces
Trial 2921: 6 bounces
Trial 2922: 5 bounces
Trial 2923: 0 bounces
Trial 2924: 3 bounces
Trial 2925: 10 bounces
Trial 2926: 0 bounces
Trial 2927: 9 bounces
Trial 2928: 0 bounces
Trial 2929: 6 bounces
Trial 2930: 17 bounces
Trial 2931: 6 bounces
Trial 2932: 22 bounces
Trial 2933: 4 bounces
Trial 2934: 9 bounces
Trial 2935: 15 bounces
Trial 2936: 5 bounces
Trial 2937: 0 bounces
Trial 2938: 19 bounces
Trial 2939: 14 bounces
Trial 2940: 29 bounces
Trial 2941: 10 bounces
Trial 2942: 1 bounces
Trial 2943: 3 bounces
Trial 2944: 44 bounces
Trial 2945: 16 bounces
Trial 2946: 8 bounces
Trial 2947: 11 bounces
Trial 2948: 29 bounces
Trial 2949: 12 bounces
Trial 2950: 3 bounces
Trial 2951: 0 bounces
Trial 2952: 18 bounces
Trial 2953: 11 bounces
Trial 2954: 10 bounces
Trial 2955: 5 bounces
Trial 2956: 10 bounces
Trial 2957: 8 bounces
Trial 2958: 38 bounces
Trial 2959: 28 bounces
Trial 2960: 6 bounces
Trial 2961: 35 bounces
Trial 2962: 24 bounces
Trial 2963: 11 bounces
Trial 2964: 2 bounces
Trial 2965: 3 bounces
Trial 2966: 14 bounces
Trial 2967: 0 bounces
Trial 2968: 6 bounces
Trial 2969: 29 bounces
Trial 2970: 23 bounces
Trial 2971: 67 bounces
Trial 2972: 20 bounces
Trial 2973: 3 bounces
Trial 2974: 0 bounces
Trial 2975: 3 bounces
Trial 2976: 13 bounces
Trial 2977: 25 bounces
Trial 2978: 20 bounces
Trial 2979: 3 bounces
Trial 2980: 113 bounces
Trial 2981: 27 bounces
Trial 2982: 0 bounces
Trial 2983: 14 bounces
Trial 2984: 4 bounces
Trial 2985: 0 bounces
Trial 2986: 2 bounces
Trial 2987: 55 bounces
Trial 2988: 13 bounces
Trial 2989: 9 bounces
Trial 2990: 1 bounces
Trial 2991: 1 bounces
Trial 2992: 9 bounces
Trial 2993: 27 bounces
Trial 2994: 3 bounces
Trial 2995: 9 bounces
Trial 2996: 1 bounces
Trial 2997: 37 bounces
Trial 2998: 10 bounces
Trial 2999: 12 bounces
Trial 3000: 2 bounces
Trial 3001: 6 bounces
Trial 3002: 1 bounces
Trial 3003: 36 bounces
Trial 3004: 12 bounces
Trial 3005: 5 bounces
Trial 3006: 6 bounces
Trial 3007: 11 bounces
Trial 3008: 17 bounces
Trial 3009: 31 bounces
Trial 3010: 31 bounces
Trial 3011: 4 bounces
Trial 3012: 5 bounces
Trial 3013: 79 bounces
Trial 3014: 30 bounces
Trial 3015: 27 bounces
Trial 3016: 26 bounces
Trial 3017: 15 bounces
Trial 3018: 35 bounces
Trial 3019: 4 bounces
Trial 3020: 12 bounces
Trial 3021: 5 bounces
Trial 3022: 13 bounces
Trial 3023: 30 bounces
Trial 3024: 4 bounces
Trial 3025: 31 bounces
Trial 3026: 13 bounces
Trial 3027: 44 bounces
Trial 3028: 14 bounces
Trial 3029: 26 bounces
Trial 3030: 53 bounces
Trial 3031: 33 bounces
Trial 3032: 14 bounces
Trial 3033: 14 bounces
Trial 3034: 10 bounces
Trial 3035: 10 bounces
Trial 3036: 29 bounces
Trial 3037: 3 bounces
Trial 3038: 6 bounces
Trial 3039: 7 bounces
Trial 3040: 2 bounces
Trial 3041: 22 bounces
Trial 3042: 2 bounces
Trial 3043: 43 bounces
Trial 3044: 20 bounces
Trial 3045: 2 bounces
Trial 3046: 9 bounces
Trial 3047: 22 bounces
Trial 3048: 5 bounces
Trial 3049: 15 bounces
Trial 3050: 39 bounces
Trial 3051: 12 bounces
Trial 3052: 12 bounces
Trial 3053: 40 bounces
Trial 3054: 10 bounces
Trial 3055: 26 bounces
Trial 3056: 4 bounces
Trial 3057: 12 bounces
Trial 3058: 6 bounces
Trial 3059: 20 bounces
Trial 3060: 38 bounces
Trial 3061: 4 bounces
